충전소ID,충전소명,충전기ID,충전기명,충전기용량(kw)
4208,농업기술센터,10452,급속02,100
4209,내동면사무소,10464,급속01,100
421,한라산국립공원 어리목탐방안내소,1458,급속01,50
421,한라산국립공원 어리목탐방안내소,1459,급속02,50
4210,무지개동산,10466,급속01,100
4210,무지개동산,10468,급속02,100
4211,한국세라믹기술원,10456,급속01,100
4212,한국세라믹기술원 세라믹섬유융복합센터,10462,급속01,100
4213,초전공원,10453,급속01,100
4213,초전공원,10455,급속02,100
4214,사천바다케이블카 주차장,10510,급속01,100
4214,사천바다케이블카 주차장,10511,급속02,100
4215,농업기술센터,10449,급속01,50
4216,나비생태공원,10448,급속01,50
4217,보물섬마늘나라,10450,급속01,50
4218,남양만남의광장,10513,급속01,100
4219,상족암군립공원사업소,10512,급속01,100
4228,국민건강보험공단진주산청지사 산청출장소,10439,급속01,50
4229,산청읍사무소,10440,급속01,100
4231,장암면 행정복지센터,10285,급속01,50
4232,장곡면 행정복지센터,10286,급속01,50
4233,광천전통시장,10287,급속01,50
4234,대방황토방 앞 공영주차장,10508,급속01,100
4234,대방황토방 앞 공영주차장,10509,급속02,100
4235,창원단감테마공원,10497,급속01,50
4236,한국농어촌공사 창원지사,10499,급속01,50
4237,웅남동행정복지센터,10500,급속01,100
4238,가음정시장 공영주차장,10501,급속01,100
4239,시민생활체육관 뒤 공영주차장,10502,급속01,100
4239,시민생활체육관 뒤 공영주차장,10503,급속02,100
4239,시민생활체육관 뒤 공영주차장,10504,급속03,100
4240,중앙입체 공영주차장,10505,급속01,100
4240,중앙입체 공영주차장,10506,급속02,100
4241,동정동 노외주차장,10507,급속01,100
4242,둔포전통시장,10294,급속01,50
4243,정미면주민자치센터 주차장,10295,급속01,50
4247,상주청구타운아파트,10409,완속01,7
4247,상주청구타운아파트,10410,완속02,7
4248,일산 두산위브더제니스(추가),10302,완속01,7
4248,일산 두산위브더제니스(추가),10334,완속02,7
4248,일산 두산위브더제니스(추가),10335,완속03,7
4248,일산 두산위브더제니스(추가),10337,완속05,7
4248,일산 두산위브더제니스(추가),10338,완속06,7
4248,일산 두산위브더제니스(추가),10340,완속07,7
4248,일산 두산위브더제니스(추가),10341,완속08,7
4249,신원 아침의도시,10306,완속01,7
425,가시리 조랑말체험공원,1466,급속01,50
4250,가온마을2단지,10314,완속01,7
4250,가온마을2단지,10318,완속02,7
4251,미리내마을 4-2단지,10321,완속01,7
4251,미리내마을 4-2단지,10322,완속02,7
4251,미리내마을 4-2단지,10323,완속03,7
4251,미리내마을 4-2단지,10324,완속04,7
4254,명서시장 공영주차장,10331,급속01,50
4255,위시티블루밍5단지(추가),10342,완속01,7
4255,위시티블루밍5단지(추가),10343,완속02,7
4255,위시티블루밍5단지(추가),10344,완속03,7
4255,위시티블루밍5단지(추가),10345,완속04,7
4256,위시티 일산자이1단지 아파트(추가),10346,완속01,7
4256,위시티 일산자이1단지 아파트(추가),10347,완속02,7
4256,위시티 일산자이1단지 아파트(추가),10348,완속03,7
4256,위시티 일산자이1단지 아파트(추가),10349,완속04,7
4256,위시티 일산자이1단지 아파트(추가),10350,완속05,7
4257,햇빛마을24단지,10351,완속01,7
4257,햇빛마을24단지,10352,완속02,7
4257,햇빛마을24단지,10353,완속03,7
4257,햇빛마을24단지,10354,완속04,7
4258,만성중흥S클래스 아파트,10355,완속01,7
4258,만성중흥S클래스 아파트,10356,완속02,7
4258,만성중흥S클래스 아파트,10357,완속03,7
4258,만성중흥S클래스 아파트,10358,완속04,7
4258,만성중흥S클래스 아파트,10359,완속05,7
4258,만성중흥S클래스 아파트,10360,완속06,7
4258,만성중흥S클래스 아파트,10361,완속07,7
4258,만성중흥S클래스 아파트,10362,완속08,7
4259,혁신중흥S클래스 아파트,10363,완속01,7
4259,혁신중흥S클래스 아파트,10364,완속02,7
4259,혁신중흥S클래스 아파트,10365,완속03,7
4259,혁신중흥S클래스 아파트,10366,완속04,7
4259,혁신중흥S클래스 아파트,10368,완속05,7
426,강창학경기장,1467,급속01,50
426,강창학경기장,1468,급속02,50
426,강창학경기장,1469,급속03,50
4260,모현현대2차 아파트,10369,완속01,7
4260,모현현대2차 아파트,10370,완속02,7
4260,모현현대2차 아파트,10371,완속03,7
4260,모현현대2차 아파트,10372,완속04,7
4260,모현현대2차 아파트,10373,완속05,7
4260,모현현대2차 아파트,10374,완속06,7
4261,검산주공2차 아파트,10375,완속01,7
4261,검산주공2차 아파트,10376,완속02,7
4262,완주교육지원청,10379,급속01,50
4263,남부지구 공용주차장,10380,급속01,50
4264,수도산체육공원,10383,급속01,50
4265,안동중앙신시장 공영주차장,10398,급속01,50
4266,고창공용터미널 공용주차장,10387,급속01,50
4267,차고지(견인차보관소),10377,급속01,100
4267,차고지(견인차보관소),10382,급속02,100
4267,차고지(견인차보관소),10384,급속03,100
4267,차고지(견인차보관소),10385,급속04,100
4267,차고지(견인차보관소),10388,급속05,100
4267,차고지(견인차보관소),10390,급속06,100
4268,회차지(월드컵경기장),10392,급속01,100
4268,회차지(월드컵경기장),10393,급속02,100
4268,회차지(월드컵경기장),10394,급속03,100
4269,회차지(인라인스케이트장),10395,급속01,100
427,남원 의례회관 주차장,1470,급속01,50
427,남원 의례회관 주차장,1471,급속02,50
4270,회차지(대성공영주차장),10396,급속01,100
4271,회차지(완산체련공원),10397,급속01,100
4272,율정마을13단지아파트,10378,완속01,7
4272,율정마을13단지아파트,10381,완속02,7
4272,율정마을13단지아파트,10386,완속03,7
4272,율정마을13단지아파트,10389,완속04,7
4272,율정마을13단지아파트,10391,완속05,7
4272,율정마을13단지아파트,10406,완속06,7
4272,율정마을13단지아파트,10407,완속07,7
4272,율정마을13단지아파트,10408,완속08,7
4273,소요별앤숲테마파크,10404,급속01,50
4274,동두천국민체육센터,10399,급속01,50
4274,동두천국민체육센터,10400,급속02,50
4275,동두천시민회관,10401,급속01,50
4275,동두천시민회관,10403,급속02,50
4276,안동구시장 공영주차장,10402,급속01,50
4277,육아종합지원센터,10405,급속01,50
4278,목동 제2공영주차장,10411,급속01,100
4278,목동 제2공영주차장,10412,급속02,100
4279,가산평생학습복지센터,10413,급속01,100
428,대천동주민센터,1473,급속01,50
4280,산동골드클래스,10414,완속01,7
4280,산동골드클래스,10415,완속02,7
4280,산동골드클래스,10416,완속03,7
4281,장등공용차고지,10417,급속01,200
4281,장등공용차고지,10418,급속02,200
4281,장등공용차고지,10419,급속03,200
4281,장등공용차고지,10420,급속04,200
4282,북구청 민원인주차장,10423,급속01,50
4282,북구청 민원인주차장,10424,급속02,50
4283,농어촌공사 강원본부,10897,급속02,100
4284,태장위너빌아파트,10425,완속01,7
4284,태장위너빌아파트,10426,완속02,7
4285,입암6주공아파트,10427,완속01,7
4285,입암6주공아파트,10428,완속02,7
4285,입암6주공아파트,10429,완속03,7
4286,감자연구소,10454,급속01,50
4287,도산버스차고지,10614,급속01,200
4287,도산버스차고지,10615,급속02,200
4287,도산버스차고지,10616,급속03,200
4287,도산버스차고지,10617,급속04,200
4288,LH해온채아파트,10430,완속01,7
4288,LH해온채아파트,10431,완속02,7
